,CallCountsPerHour,,,,,,,,,,,,,,,,
1376,54,,,,,,,,,,,,,,,,
1377,61,,,,,,,,,,,,,,,,
1378,61,,,,,,,,,,,,,,,,
1379,46,,,,,,,,,,,,,,,,
1380,55,,,,,,,,,,,,,,,,
1381,61,,,,,,,,,,,,,,,,
1382,71,,,,,,,,,,,,,,,,
1383,64,,,,,,,,,,,,,,,,
1384,58,,,,,,,,,,,,,,,,
1385,53,,,,,,,,,,,,,,,,
1386,43,,,,,,,,,,,,,,,,
1387,59,,,,,,,,,,,,,,,,
1388,57,,,,,,,,,,,,,,,,
1389,49,,,,,,,,,,,,,,,,
1390,63,,,,,,,,,,,,,,,,
1391,58,,,,,,,,,,,,,,,,
1392,62,,,,,,,,,,,,,,,,
1393,62,,,,,,,,,,,,,,,,
1394,74,,,,,,,,,,,,,,,,
1395,57,,,,,,,,,,,,,,,,
1396,64,,,,,,,,,,,,,,,,
1397,69,,,,,,,,,,,,,,,,
1398,61,,,,,,,,,,,,,,,,
1399,59,,,,,,,,,,,,,,,,
1400,59,,,,,,,,,,,,,,,,
1401,61,,,,,,,,,,,,,,,,
1402,53,,,,,,,,,,,,,,,,
1403,58,,,,,,,,,,,,,,,,
1404,55,,,,,,,,,,,,,,,,
1405,67,,,,,,,,,,,,,,,,
1406,62,,,,,,,,,,,,,,,,
1407,70,,,,,,,,,,,,,,,,
1408,56,,,,,,,,,,,,,,,,
1409,59,,,,,,,,,,,,,,,,
1410,57,,,,,,,,,,,,,,,,
1411,55,,,,,,,,,,,,,,,,
1412,62,,,,,,,,,,,,,,,,
1413,68,,,,,,,,,,,,,,,,
1414,68,,,,,,,,,,,,,,,,
1415,52,,,,,,,,,,,,,,,,
1416,53,,,,,,,,,,,,,,,,
1417,59,,,,,,,,,,,,,,,,
1418,56,,,,,,,,,,,,,,,,
1419,50,,,,,,,,,,,,,,,,
1420,68,,,,,,,,,,,,,,,,
1421,47,,,,,,,,,,,,,,,,
1422,59,,,,,,,,,,,,,,,,
1423,53,,,,,,,,,,,,,,,,
1424,62,,,,,,,,,,,,,,,,
1425,62,,,,,,,,,,,,,,,,
1426,58,,,,,,,,,,,,,,,,
1427,58,,,,,,,,,,,,,,,,
1428,62,,,,,,,,,,,,,,,,
1429,70,,,,,,,,,,,,,,,,
1430,61,,,,,,,,,,,,,,,,
1431,62,,,,,,,,,,,,,,,,
1432,62,,,,,,,,,,,,,,,,
1433,65,,,,,,,,,,,,,,,,
1434,62,,,,,,,,,,,,,,,,
1435,62,,,,,,,,,,,,,,,,
1436,62,,,,,,,,,,,,,,,,
1437,56,,,,,,,,,,,,,,,,
1438,60,,,,,,,,,,,,,,,,
1439,60,,,,,,,,,,,,,,,,
1440,74,,,,,,,,,,,,,,,,
1441,66,,,,,,,,,,,,,,,,
1442,64,,,,,,,,,,,,,,,,
1443,43,,,,,,,,,,,,,,,,
1444,56,,,,,,,,,,,,,,,,
1445,47,,,,,,,,,,,,,,,,
1446,59,,,,,,,,,,,,,,,,
1447,65,,,,,,,,,,,,,,,,
1448,57,,,,,,,,,,,,,,,,
1449,71,,,,,,,,,,,,,,,,
1450,58,,,,,,,,,,,,,,,,
1451,63,,,,,,,,,,,,,,,,
1452,69,,,,,,,,,,,,,,,,
1453,63,,,,,,,,,,,,,,,,
1454,73,,,,,,,,,,,,,,,,
1455,65,,,,,,,,,,,,,,,,
1456,71,,,,,,,,,,,,,,,,
1457,49,,,,,,,,,,,,,,,,
1458,61,,,,,,,,,,,,,,,,
1459,78,,,,,,,,,,,,,,,,
1460,54,,,,,,,,,,,,,,,,
1461,58,,,,,,,,,,,,,,,,
1462,57,,,,,,,,,,,,,,,,
1463,56,,,,,,,,,,,,,,,,
1464,55,,,,,,,,,,,,,,,,
1465,66,,,,,,,,,,,,,,,,
1466,67,,,,,,,,,,,,,,,,
1467,59,,,,,,,,,,,,,,,,
1468,65,,,,,,,,,,,,,,,,
1469,54,,,,,,,,,,,,,,,,
1470,55,,,,,,,,,,,,,,,,
1471,61,,,,,,,,,,,,,,,,
1472,60,,,,,,,,,,,,,,,,
1473,67,,,,,,,,,,,,,,,,
1474,53,,,,,,,,,,,,,,,,
1475,68,,,,,,,,,,,,,,,,
1476,60,,,,,,,,,,,,,,,,
1477,62,,,,,,,,,,,,,,,,
1478,62,,,,,,,,,,,,,,,,
1479,50,,,,,,,,,,,,,,,,
1480,55,,,,,,,,,,,,,,,,
1481,77,,,,,,,,,,,,,,,,
1482,53,,,,,,,,,,,,,,,,
1483,60,,,,,,,,,,,,,,,,
1484,56,,,,,,,,,,,,,,,,
1485,49,,,,,,,,,,,,,,,,
1486,71,,,,,,,,,,,,,,,,
1487,64,,,,,,,,,,,,,,,,
1488,62,,,,,,,,,,,,,,,,
1489,61,,,,,,,,,,,,,,,,
1490,69,,,,,,,,,,,,,,,,
1491,58,,,,,,,,,,,,,,,,
1492,73,,,,,,,,,,,,,,,,
1493,49,,,,,,,,,,,,,,,,
1494,67,,,,,,,,,,,,,,,,
1495,65,,,,,,,,,,,,,,,,
1496,49,,,,,,,,,,,,,,,,
1497,49,,,,,,,,,,,,,,,,
1498,66,,,,,,,,,,,,,,,,
1499,64,,,,,,,,,,,,,,,,
1500,59,,,,,,,,,,,,,,,,
1501,57,,,,,,,,,,,,,,,,
1502,61,,,,,,,,,,,,,,,,
1503,65,,,,,,,,,,,,,,,,
1504,67,,,,,,,,,,,,,,,,
1505,72,,,,,,,,,,,,,,,,
1506,60,,,,,,,,,,,,,,,,
1507,60,,,,,,,,,,,,,,,,
1508,57,,,,,,,,,,,,,,,,
1509,65,,,,,,,,,,,,,,,,
1510,50,,,,,,,,,,,,,,,,
1511,64,,,,,,,,,,,,,,,,
1512,66,,,,,,,,,,,,,,,,
1513,48,,,,,,,,,,,,,,,,
1514,55,,,,,,,,,,,,,,,,
1515,51,,,,,,,,,,,,,,,,
1516,68,,,,,,,,,,,,,,,,
1517,59,,,,,,,,,,,,,,,,
1518,60,,,,,,,,,,,,,,,,
1519,62,,,,,,,,,,,,,,,,
1520,67,,,,,,,,,,,,,,,,
1521,58,,,,,,,,,,,,,,,,
1522,63,,,,,,,,,,,,,,,,
1523,65,,,,,,,,,,,,,,,,
1524,52,,,,,,,,,,,,,,,,
1525,60,,,,,,,,,,,,,,,,
1526,76,,,,,,,,,,,,,,,,
1527,62,,,,,,,,,,,,,,,,
1528,53,,,,,,,,,,,,,,,,
1529,65,,,,,,,,,,,,,,,,
1530,75,,,,,,,,,,,,,,,,
1531,67,,,,,,,,,,,,,,,,
1532,58,,,,,,,,,,,,,,,,
1533,67,,,,,,,,,,,,,,,,
1534,59,,,,,,,,,,,,,,,,
1535,66,,,,,,,,,,,,,,,,
1536,69,,,,,,,,,,,,,,,,
1537,60,,,,,,,,,,,,,,,,
1538,41,,,,,,,,,,,,,,,,
1539,65,,,,,,,,,,,,,,,,
1540,68,,,,,,,,,,,,,,,,
1541,57,,,,,,,,,,,,,,,,
1542,47,,,,,,,,,,,,,,,,
1543,50,,,,,,,,,,,,,,,,
1544,61,,,,,,,,,,,,,,,,
1545,68,,,,,,,,,,,,,,,,
1546,63,,,,,,,,,,,,,,,,
1547,55,,,,,,,,,,,,,,,,
1548,59,,,,,,,,,,,,,,,,
1549,65,,,,,,,,,,,,,,,,
1550,48,,,,,,,,,,,,,,,,
1551,53,,,,,,,,,,,,,,,,
1552,62,,,,,,,,,,,,,,,,
1553,65,,,,,,,,,,,,,,,,
1554,55,,,,,,,,,,,,,,,,
1555,64,,,,,,,,,,,,,,,,
1556,68,,,,,,,,,,,,,,,,
1557,52,,,,,,,,,,,,,,,,
1558,62,,,,,,,,,,,,,,,,
1559,58,,,,,,,,,,,,,,,,
1560,67,,,,,,,,,,,,,,,,
1561,48,,,,,,,,,,,,,,,,
1562,64,,,,,,,,,,,,,,,,
1563,67,,,,,,,,,,,,,,,,
1564,58,,,,,,,,,,,,,,,,
1565,56,,,,,,,,,,,,,,,,
1566,60,,,,,,,,,,,,,,,,
1567,51,,,,,,,,,,,,,,,,
1568,63,,,,,,,,,,,,,,,,
1569,54,,,,,,,,,,,,,,,,
1570,58,,,,,,,,,,,,,,,,
1571,67,,,,,,,,,,,,,,,,
1572,60,,,,,,,,,,,,,,,,
1573,67,,,,,,,,,,,,,,,,
1574,46,,,,,,,,,,,,,,,,
1575,39,,,,,,,,,,,,,,,,
1576,63,,,,,,,,,,,,,,,,
1577,59,,,,,,,,,,,,,,,,
1578,58,,,,,,,,,,,,,,,,
1579,67,,,,,,,,,,,,,,,,
1580,52,,,,,,,,,,,,,,,,
1581,66,,,,,,,,,,,,,,,,
1582,80,,,,,,,,,,,,,,,,
1583,58,,,,,,,,,,,,,,,,
1584,66,,,,,,,,,,,,,,,,
1585,55,,,,,,,,,,,,,,,,
1586,57,,,,,,,,,,,,,,,,
1587,61,,,,,,,,,,,,,,,,
1588,62,,,,,,,,,,,,,,,,
1589,62,,,,,,,,,,,,,,,,
1590,47,,,,,,,,,,,,,,,,
1591,56,,,,,,,,,,,,,,,,
1592,48,,,,,,,,,,,,,,,,
1593,53,,,,,,,,,,,,,,,,
1594,73,,,,,,,,,,,,,,,,
1595,75,,,,,,,,,,,,,,,,
1596,75,,,,,,,,,,,,,,,,
1597,60,,,,,,,,,,,,,,,,
1598,53,,,,,,,,,,,,,,,,
1599,54,,,,,,,,,,,,,,,,
1600,62,,,,,,,,,,,,,,,,
1601,55,,,,,,,,,,,,,,,,
1602,82,,,,,,,,,,,,,,,,
1603,62,,,,,,,,,,,,,,,,
1604,43,,,,,,,,,,,,,,,,
1605,38,,,,,,,,,,,,,,,,
1606,49,,,,,,,,,,,,,,,,
1607,61,,,,,,,,,,,,,,,,
1608,48,,,,,,,,,,,,,,,,
1609,59,,,,,,,,,,,,,,,,
1610,58,,,,,,,,,,,,,,,,
1611,58,,,,,,,,,,,,,,,,
1612,65,,,,,,,,,,,,,,,,
1613,61,,,,,,,,,,,,,,,,
1614,70,,,,,,,,,,,,,,,,
1615,52,,,,,,,,,,,,,,,,
1616,64,,,,,,,,,,,,,,,,
1617,49,,,,,,,,,,,,,,,,
1618,61,,,,,,,,,,,,,,,,
1619,70,,,,,,,,,,,,,,,,
1620,49,,,,,,,,,,,,,,,,
1621,50,,,,,,,,,,,,,,,,
1622,58,,,,,,,,,,,,,,,,
1623,51,,,,,,,,,,,,,,,,
1624,52,,,,,,,,,,,,,,,,
1625,58,,,,,,,,,,,,,,,,
1626,54,,,,,,,,,,,,,,,,
1627,67,,,,,,,,,,,,,,,,
1628,52,,,,,,,,,,,,,,,,
1629,61,,,,,,,,,,,,,,,,
1630,61,,,,,,,,,,,,,,,,
1631,59,,,,,,,,,,,,,,,,
1632,53,,,,,,,,,,,,,,,,
1633,49,,,,,,,,,,,,,,,,
1634,53,,,,,,,,,,,,,,,,
1635,58,,,,,,,,,,,,,,,,
1636,51,,,,,,,,,,,,,,,,
1637,60,,,,,,,,,,,,,,,,
1638,62,,,,,,,,,,,,,,,,
1639,54,,,,,,,,,,,,,,,,
1640,54,,,,,,,,,,,,,,,,
1641,74,,,,,,,,,,,,,,,,
1642,74,,,,,,,,,,,,,,,,
1643,52,,,,,,,,,,,,,,,,
1644,56,,,,,,,,,,,,,,,,
1645,55,,,,,,,,,,,,,,,,
1646,63,,,,,,,,,,,,,,,,
1647,62,,,,,,,,,,,,,,,,
1648,68,,,,,,,,,,,,,,,,
1649,65,,,,,,,,,,,,,,,,
1650,67,,,,,,,,,,,,,,,,
1651,58,,,,,,,,,,,,,,,,
1652,64,,,,,,,,,,,,,,,,
1653,55,,,,,,,,,,,,,,,,
1654,72,,,,,,,,,,,,,,,,
1655,63,,,,,,,,,,,,,,,,
1656,79,,,,,,,,,,,,,,,,
1657,56,,,,,,,,,,,,,,,,
1658,60,,,,,,,,,,,,,,,,
1659,57,,,,,,,,,,,,,,,,
1660,61,,,,,,,,,,,,,,,,
1661,72,,,,,,,,,,,,,,,,
1662,52,,,,,,,,,,,,,,,,
1663,68,,,,,,,,,,,,,,,,
1664,55,,,,,,,,,,,,,,,,
1665,52,,,,,,,,,,,,,,,,
1666,48,,,,,,,,,,,,,,,,
1667,64,,,,,,,,,,,,,,,,
1668,64,,,,,,,,,,,,,,,,
1669,58,,,,,,,,,,,,,,,,
1670,64,,,,,,,,,,,,,,,,
1671,76,,,,,,,,,,,,,,,,
1672,49,,,,,,,,,,,,,,,,
1673,53,,,,,,,,,,,,,,,,
1674,59,,,,,,,,,,,,,,,,
1675,54,,,,,,,,,,,,,,,,
1676,65,,,,,,,,,,,,,,,,
1677,77,,,,,,,,,,,,,,,,
1678,64,,,,,,,,,,,,,,,,
1679,49,,,,,,,,,,,,,,,,
1680,73,,,,,,,,,,,,,,,,
1681,71,,,,,,,,,,,,,,,,
1682,52,,,,,,,,,,,,,,,,
1683,53,,,,,,,,,,,,,,,,
1684,42,,,,,,,,,,,,,,,,
1685,52,,,,,,,,,,,,,,,,
1686,62,,,,,,,,,,,,,,,,
1687,62,,,,,,,,,,,,,,,,
1688,51,,,,,,,,,,,,,,,,
1689,58,,,,,,,,,,,,,,,,
1690,76,,,,,,,,,,,,,,,,
1691,71,,,,,,,,,,,,,,,,
1692,70,,,,,,,,,,,,,,,,
1693,57,,,,,,,,,,,,,,,,
1694,70,,,,,,,,,,,,,,,,
1695,52,,,,,,,,,,,,,,,,
1696,62,,,,,,,,,,,,,,,,
1697,59,,,,,,,,,,,,,,,,
1698,64,,,,,,,,,,,,,,,,
1699,54,,,,,,,,,,,,,,,,
1700,54,,,,,,,,,,,,,,,,
1701,50,,,,,,,,,,,,,,,,
1702,64,,,,,,,,,,,,,,,,
1703,54,,,,,,,,,,,,,,,,
1704,58,,,,,,,,,,,,,,,,
1705,63,,,,,,,,,,,,,,,,
1706,52,,,,,,,,,,,,,,,,
1707,55,,,,,,,,,,,,,,,,
1708,62,,,,,,,,,,,,,,,,
1709,63,,,,,,,,,,,,,,,,
1710,63,,,,,,,,,,,,,,,,
1711,57,,,,,,,,,,,,,,,,
1712,57,,,,,,,,,,,,,,,,
1713,61,,,,,,,,,,,,,,,,
1714,64,,,,,,,,,,,,,,,,
1715,62,,,,,,,,,,,,,,,,
1716,61,,,,,,,,,,,,,,,,
1717,52,,,,,,,,,,,,,,,,
1718,51,,,,,,,,,,,,,,,,
1719,42,,,,,,,,,,,,,,,,
1720,75,,,,,,,,,,,,,,,,
1721,58,,,,,,,,,,,,,,,,
1722,62,,,,,,,,,,,,,,,,
1723,67,,,,,,,,,,,,,,,,
1724,55,,,,,,,,,,,,,,,,
1725,60,,,,,,,,,,,,,,,,
1726,64,,,,,,,,,,,,,,,,
1727,52,,,,,,,,,,,,,,,,
1728,65,,,,,,,,,,,,,,,,
1729,76,,,,,,,,,,,,,,,,
1730,65,,,,,,,,,,,,,,,,
1731,56,,,,,,,,,,,,,,,,
1732,62,,,,,,,,,,,,,,,,
1733,54,,,,,,,,,,,,,,,,
1734,60,,,,,,,,,,,,,,,,
1735,43,,,,,,,,,,,,,,,,
1736,44,,,,,,,,,,,,,,,,
1737,48,,,,,,,,,,,,,,,,
1738,65,,,,,,,,,,,,,,,,
1739,61,,,,,,,,,,,,,,,,
1740,57,,,,,,,,,,,,,,,,
1741,47,,,,,,,,,,,,,,,,
1742,62,,,,,,,,,,,,,,,,
1743,59,,,,,,,,,,,,,,,,
1744,60,,,,,,,,,,,,,,,,
1745,63,,,,,,,,,,,,,,,,
1746,65,,,,,,,,,,,,,,,,
1747,61,,,,,,,,,,,,,,,,
1748,63,,,,,,,,,,,,,,,,
1749,53,,,,,,,,,,,,,,,,
1750,49,,,,,,,,,,,,,,,,
1751,66,,,,,,,,,,,,,,,,
1752,58,,,,,,,,,,,,,,,,
1753,58,,,,,,,,,,,,,,,,
1754,63,,,,,,,,,,,,,,,,
1755,42,,,,,,,,,,,,,,,,
1756,58,,,,,,,,,,,,,,,,
1757,56,,,,,,,,,,,,,,,,
1758,58,,,,,,,,,,,,,,,,
1759,66,,,,,,,,,,,,,,,,
1760,54,,,,,,,,,,,,,,,,
1761,70,,,,,,,,,,,,,,,,
1762,61,,,,,,,,,,,,,,,,
1763,56,,,,,,,,,,,,,,,,
1764,47,,,,,,,,,,,,,,,,
1765,62,,,,,,,,,,,,,,,,
1766,58,,,,,,,,,,,,,,,,
1767,76,,,,,,,,,,,,,,,,
1768,63,,,,,,,,,,,,,,,,
1769,43,,,,,,,,,,,,,,,,
1770,66,,,,,,,,,,,,,,,,
1771,60,,,,,,,,,,,,,,,,
1772,56,,,,,,,,,,,,,,,,
1773,50,,,,,,,,,,,,,,,,
1774,57,,,,,,,,,,,,,,,,
1775,63,,,,,,,,,,,,,,,,
1776,61,,,,,,,,,,,,,,,,
1777,56,,,,,,,,,,,,,,,,
1778,53,,,,,,,,,,,,,,,,
1779,59,,,,,,,,,,,,,,,,
1780,55,,,,,,,,,,,,,,,,
1781,55,,,,,,,,,,,,,,,,
1782,52,,,,,,,,,,,,,,,,
1783,45,,,,,,,,,,,,,,,,
1784,60,,,,,,,,,,,,,,,,
1785,63,,,,,,,,,,,,,,,,
1786,60,,,,,,,,,,,,,,,,
1787,68,,,,,,,,,,,,,,,,
1788,54,,,,,,,,,,,,,,,,
1789,64,,,,,,,,,,,,,,,,
1790,70,,,,,,,,,,,,,,,,
1791,60,,,,,,,,,,,,,,,,
1792,58,,,,,,,,,,,,,,,,
1793,75,,,,,,,,,,,,,,,,
1794,73,,,,,,,,,,,,,,,,
1795,63,,,,,,,,,,,,,,,,
1796,64,,,,,,,,,,,,,,,,
1797,52,,,,,,,,,,,,,,,,
1798,77,,,,,,,,,,,,,,,,
1799,62,,,,,,,,,,,,,,,,
1800,56,,,,,,,,,,,,,,,,
1801,57,,,,,,,,,,,,,,,,
1802,73,,,,,,,,,,,,,,,,
1803,69,,,,,,,,,,,,,,,,
1804,56,,,,,,,,,,,,,,,,
1805,70,,,,,,,,,,,,,,,,
1806,62,,,,,,,,,,,,,,,,
1807,54,,,,,,,,,,,,,,,,
1808,63,,,,,,,,,,,,,,,,
1809,42,,,,,,,,,,,,,,,,
1810,54,,,,,,,,,,,,,,,,
1811,60,,,,,,,,,,,,,,,,
1812,57,,,,,,,,,,,,,,,,
1813,66,,,,,,,,,,,,,,,,
1814,51,,,,,,,,,,,,,,,,
1815,66,,,,,,,,,,,,,,,,
1816,67,,,,,,,,,,,,,,,,
1817,65,,,,,,,,,,,,,,,,
1818,61,,,,,,,,,,,,,,,,
1819,49,,,,,,,,,,,,,,,,
1820,52,,,,,,,,,,,,,,,,
1821,64,,,,,,,,,,,,,,,,
1822,75,,,,,,,,,,,,,,,,
1823,53,,,,,,,,,,,,,,,,
1824,59,,,,,,,,,,,,,,,,
1825,58,,,,,,,,,,,,,,,,
1826,49,,,,,,,,,,,,,,,,
1827,60,,,,,,,,,,,,,,,,
1828,51,,,,,,,,,,,,,,,,
1829,63,,,,,,,,,,,,,,,,
1830,63,,,,,,,,,,,,,,,,
1831,66,,,,,,,,,,,,,,,,
1832,70,,,,,,,,,,,,,,,,
1833,56,,,,,,,,,,,,,,,,
1834,75,,,,,,,,,,,,,,,,
1835,48,,,,,,,,,,,,,,,,
1836,69,,,,,,,,,,,,,,,,
1837,56,,,,,,,,,,,,,,,,
1838,71,,,,,,,,,,,,,,,,
1839,71,,,,,,,,,,,,,,,,
1840,64,,,,,,,,,,,,,,,,
1841,51,,,,,,,,,,,,,,,,
1842,63,,,,,,,,,,,,,,,,
1843,53,,,,,,,,,,,,,,,,
1844,54,,,,,,,,,,,,,,,,
1845,56,,,,,,,,,,,,,,,,
1846,71,,,,,,,,,,,,,,,,
1847,85,,,,,,,,,,,,,,,,
1848,63,,,,,,,,,,,,,,,,
1849,61,,,,,,,,,,,,,,,,
1850,66,,,,,,,,,,,,,,,,
1851,58,,,,,,,,,,,,,,,,
1852,59,,,,,,,,,,,,,,,,
1853,57,,,,,,,,,,,,,,,,
1854,50,,,,,,,,,,,,,,,,
1855,60,,,,,,,,,,,,,,,,
1856,52,,,,,,,,,,,,,,,,
1857,64,,,,,,,,,,,,,,,,
1858,49,,,,,,,,,,,,,,,,
1859,67,,,,,,,,,,,,,,,,
1860,62,,,,,,,,,,,,,,,,
1861,72,,,,,,,,,,,,,,,,
1862,65,,,,,,,,,,,,,,,,
1863,49,,,,,,,,,,,,,,,,
1864,69,,,,,,,,,,,,,,,,
1865,68,,,,,,,,,,,,,,,,
1866,58,,,,,,,,,,,,,,,,
1867,38,,,,,,,,,,,,,,,,
1868,57,,,,,,,,,,,,,,,,
1869,60,,,,,,,,,,,,,,,,
1870,60,,,,,,,,,,,,,,,,
1871,59,,,,,,,,,,,,,,,,
1872,67,,,,,,,,,,,,,,,,
1873,61,,,,,,,,,,,,,,,,
1874,53,,,,,,,,,,,,,,,,
1875,52,,,,,,,,,,,,,,,,
1876,63,,,,,,,,,,,,,,,,
1877,69,,,,,,,,,,,,,,,,
1878,56,,,,,,,,,,,,,,,,
1879,63,,,,,,,,,,,,,,,,
1880,55,,,,,,,,,,,,,,,,
1881,63,,,,,,,,,,,,,,,,
1882,66,,,,,,,,,,,,,,,,
1883,65,,,,,,,,,,,,,,,,
1884,71,,,,,,,,,,,,,,,,
1885,67,,,,,,,,,,,,,,,,
1886,55,,,,,,,,,,,,,,,,
1887,58,,,,,,,,,,,,,,,,
1888,51,,,,,,,,,,,,,,,,
1889,59,,,,,,,,,,,,,,,,
1890,57,,,,,,,,,,,,,,,,
1891,67,,,,,,,,,,,,,,,,
1892,48,,,,,,,,,,,,,,,,
1893,64,,,,,,,,,,,,,,,,
1894,74,,,,,,,,,,,,,,,,
1895,53,,,,,,,,,,,,,,,,
1896,49,,,,,,,,,,,,,,,,
1897,54,,,,,,,,,,,,,,,,
1898,63,,,,,,,,,,,,,,,,
1899,43,,,,,,,,,,,,,,,,
1900,60,,,,,,,,,,,,,,,,
1901,52,,,,,,,,,,,,,,,,
1902,54,,,,,,,,,,,,,,,,
1903,70,,,,,,,,,,,,,,,,
1904,54,,,,,,,,,,,,,,,,
1905,41,,,,,,,,,,,,,,,,
1906,60,,,,,,,,,,,,,,,,
1907,52,,,,,,,,,,,,,,,,
1908,68,,,,,,,,,,,,,,,,
1909,49,,,,,,,,,,,,,,,,
1910,76,,,,,,,,,,,,,,,,
1911,62,,,,,,,,,,,,,,,,
1912,48,,,,,,,,,,,,,,,,
1913,51,,,,,,,,,,,,,,,,
1914,57,,,,,,,,,,,,,,,,
1915,51,,,,,,,,,,,,,,,,
1916,70,,,,,,,,,,,,,,,,
1917,49,,,,,,,,,,,,,,,,
1918,62,,,,,,,,,,,,,,,,
1919,58,,,,,,,,,,,,,,,,
1920,47,,,,,,,,,,,,,,,,
1921,72,,,,,,,,,,,,,,,,
1922,56,,,,,,,,,,,,,,,,
1923,62,,,,,,,,,,,,,,,,
1924,43,,,,,,,,,,,,,,,,
1925,48,,,,,,,,,,,,,,,,
1926,60,,,,,,,,,,,,,,,,
1927,56,,,,,,,,,,,,,,,,
1928,61,,,,,,,,,,,,,,,,
1929,65,,,,,,,,,,,,,,,,
1930,55,,,,,,,,,,,,,,,,
1931,83,,,,,,,,,,,,,,,,
1932,86,,,,,,,,,,,,,,,,
1933,56,,,,,,,,,,,,,,,,
1934,70,,,,,,,,,,,,,,,,
1935,72,,,,,,,,,,,,,,,,
1936,46,,,,,,,,,,,,,,,,
1937,48,,,,,,,,,,,,,,,,
1938,63,,,,,,,,,,,,,,,,
1939,54,,,,,,,,,,,,,,,,
1940,64,,,,,,,,,,,,,,,,
1941,60,,,,,,,,,,,,,,,,
1942,70,,,,,,,,,,,,,,,,
1943,53,,,,,,,,,,,,,,,,
1944,62,,,,,,,,,,,,,,,,
1945,62,,,,,,,,,,,,,,,,
1946,53,,,,,,,,,,,,,,,,
1947,70,,,,,,,,,,,,,,,,
1948,61,,,,,,,,,,,,,,,,
1949,61,,,,,,,,,,,,,,,,
1950,56,,,,,,,,,,,,,,,,
1951,63,,,,,,,,,,,,,,,,
1952,76,,,,,,,,,,,,,,,,
1953,62,,,,,,,,,,,,,,,,
1954,58,,,,,,,,,,,,,,,,
1955,59,,,,,,,,,,,,,,,,
1956,46,,,,,,,,,,,,,,,,
1957,58,,,,,,,,,,,,,,,,
1958,62,,,,,,,,,,,,,,,,
1959,59,,,,,,,,,,,,,,,,
1960,59,,,,,,,,,,,,,,,,
1961,60,,,,,,,,,,,,,,,,
1962,50,,,,,,,,,,,,,,,,
1963,71,,,,,,,,,,,,,,,,
1964,58,,,,,,,,,,,,,,,,
1965,66,,,,,,,,,,,,,,,,
1966,63,,,,,,,,,,,,,,,,
1967,67,,,,,,,,,,,,,,,,
1968,63,,,,,,,,,,,,,,,,
1969,62,,,,,,,,,,,,,,,,
1970,53,,,,,,,,,,,,,,,,
1971,44,,,,,,,,,,,,,,,,
1972,65,,,,,,,,,,,,,,,,
1973,45,,,,,,,,,,,,,,,,
1974,63,,,,,,,,,,,,,,,,
1975,54,,,,,,,,,,,,,,,,
1976,57,,,,,,,,,,,,,,,,
1977,60,,,,,,,,,,,,,,,,
1978,62,,,,,,,,,,,,,,,,
1979,67,,,,,,,,,,,,,,,,
1980,60,,,,,,,,,,,,,,,,
1981,66,,,,,,,,,,,,,,,,
1982,56,,,,,,,,,,,,,,,,
1983,52,,,,,,,,,,,,,,,,
1984,58,,,,,,,,,,,,,,,,
1985,49,,,,,,,,,,,,,,,,
1986,63,,,,,,,,,,,,,,,,
1987,70,,,,,,,,,,,,,,,,
1988,58,,,,,,,,,,,,,,,,
1989,62,,,,,,,,,,,,,,,,
1990,56,,,,,,,,,,,,,,,,
1991,64,,,,,,,,,,,,,,,,
1992,57,,,,,,,,,,,,,,,,
1993,72,,,,,,,,,,,,,,,,
1994,56,,,,,,,,,,,,,,,,
1995,71,,,,,,,,,,,,,,,,
1996,67,,,,,,,,,,,,,,,,
1997,39,,,,,,,,,,,,,,,,
1998,51,,,,,,,,,,,,,,,,
1999,52,,,,,,,,,,,,,,,,
2000,73,,,,,,,,,,,,,,,,
2001,66,,,,,,,,,,,,,,,,
2002,52,,,,,,,,,,,,,,,,
2003,61,,,,,,,,,,,,,,,,
2004,48,,,,,,,,,,,,,,,,
2005,57,,,,,,,,,,,,,,,,
2006,68,,,,,,,,,,,,,,,,
2007,63,,,,,,,,,,,,,,,,
2008,52,,,,,,,,,,,,,,,,
2009,62,,,,,,,,,,,,,,,,
2010,62,,,,,,,,,,,,,,,,
2011,66,,,,,,,,,,,,,,,,
2012,58,,,,,,,,,,,,,,,,
2013,67,,,,,,,,,,,,,,,,
2014,64,,,,,,,,,,,,,,,,
2015,53,,,,,,,,,,,,,,,,
2016,61,,,,,,,,,,,,,,,,
2017,72,,,,,,,,,,,,,,,,
2018,53,,,,,,,,,,,,,,,,
2019,51,,,,,,,,,,,,,,,,
2020,74,,,,,,,,,,,,,,,,
2021,45,,,,,,,,,,,,,,,,
2022,57,,,,,,,,,,,,,,,,
2023,63,,,,,,,,,,,,,,,,
2024,62,,,,,,,,,,,,,,,,
2025,60,,,,,,,,,,,,,,,,
2026,68,,,,,,,,,,,,,,,,
2027,65,,,,,,,,,,,,,,,,
2028,64,,,,,,,,,,,,,,,,
2029,50,,,,,,,,,,,,,,,,
2030,52,,,,,,,,,,,,,,,,
2031,70,,,,,,,,,,,,,,,,
2032,63,,,,,,,,,,,,,,,,
2033,61,,,,,,,,,,,,,,,,
2034,68,,,,,,,,,,,,,,,,
2035,65,,,,,,,,,,,,,,,,
2036,68,,,,,,,,,,,,,,,,
2037,48,,,,,,,,,,,,,,,,
2038,58,,,,,,,,,,,,,,,,
2039,60,,,,,,,,,,,,,,,,
2040,49,,,,,,,,,,,,,,,,
